,MedianICC,MedianICCLower,MedianICCHigher
log-sigma-3-0-mm-3D_glcm_InverseVariance_50_binCount,0.937256594,0.927419928,0.946494855
log-sigma-3-0-mm-3D_glcm_MaximumProbability_50_binCount,0.940945246,0.931645447,0.949669042
log-sigma-3-0-mm-3D_glcm_SumSquares_50_binCount,0.916602036,0.903853507,0.928654062
log-sigma-3-0-mm-3D_glcm_SumEntropy_50_binCount,0.958509578,0.951836692,0.964734228
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity_50_binCount,0.993999457,0.992993394,0.994927384
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized_50_binCount,0.951181978,0.94339898,0.958459145
log-sigma-3-0-mm-3D_glrlm_GrayLevelVariance_50_binCount,0.894292956,0.878577731,0.90925554
log-sigma-3-0-mm-3D_glrlm_HighGrayLevelRunEmphasis_50_binCount,0.806551631,0.780928086,0.831639155
log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis_50_binCount,0.953125685,0.945635168,0.960125042
log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis_50_binCount,0.941382522,0.932146706,0.950045091
log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis_50_binCount,0.804632576,0.77882311,0.829917572
log-sigma-3-0-mm-3D_glrlm_LowGrayLevelRunEmphasis_50_binCount,0.794294367,0.767505635,0.82062524
log-sigma-3-0-mm-3D_glrlm_RunEntropy_50_binCount,0.915103283,0.902149662,0.927355043
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformity_50_binCount,0.980395175,0.977159722,0.983392314
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized_50_binCount,0.972793702,0.968343571,0.976926051
log-sigma-3-0-mm-3D_glrlm_RunPercentage_50_binCount,0.97925407,0.97583486,0.982422584
log-sigma-3-0-mm-3D_glrlm_RunVariance_50_binCount,0.93762698,0.927843991,0.946813746
log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis_50_binCount,0.971920538,0.967332298,0.97618232
log-sigma-3-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis_50_binCount,0.779509161,0.751385052,0.807282991
log-sigma-3-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis_50_binCount,0.81852642,0.794092419,0.842358264
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity_50_binCount,0.958602031,0.951943282,0.964813312
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized_50_binCount,0.758217841,0.7283044,0.787959595
log-sigma-3-0-mm-3D_glszm_GrayLevelVariance_50_binCount,0.778498079,0.750285439,0.806368306
log-sigma-3-0-mm-3D_glszm_HighGrayLevelZoneEmphasis_50_binCount,0.780434425,0.752391644,0.808119784
log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis_50_binCount,0.958969808,0.952367326,0.96512788
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis_50_binCount,0.931784325,0.921160623,0.941779155
log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis_50_binCount,0.906534581,0.892424439,0.919916673
log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis_50_binCount,0.711022254,0.67769754,0.744657192
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity_50_binCount,0.920294678,0.908055026,0.931852027
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized_50_binCount,0.770837923,0.741966107,0.799428951
log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis_50_binCount,0.758294353,0.728387062,0.788029269
log-sigma-3-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis_50_binCount,0.752677639,0.722324294,0.782910037
log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis_50_binCount,0.61573948,0.577799483,0.655212
log-sigma-3-0-mm-3D_glszm_ZoneEntropy_50_binCount,0.829367012,0.806053782,0.852027367
log-sigma-3-0-mm-3D_glszm_ZonePercentage_50_binCount,0.951442418,0.943698527,0.958682419
log-sigma-3-0-mm-3D_glszm_ZoneVariance_50_binCount,0.959053436,0.952463756,0.965199405
log-sigma-3-0-mm-3D_gldm_DependenceEntropy_50_binCount,0.925001161,0.913417476,0.935922722
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity_50_binCount,0.979353878,0.975950721,0.982507416
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized_50_binCount,0.9530907,0.945594906,0.960095066
log-sigma-3-0-mm-3D_gldm_DependenceVariance_50_binCount,0.978165978,0.974572014,0.981497589
log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity_50_binCount,0.990032161,0.988368586,0.991568476
log-sigma-3-0-mm-3D_gldm_GrayLevelVariance_50_binCount,0.921859618,0.909837162,0.93320622
log-sigma-3-0-mm-3D_gldm_HighGrayLevelEmphasis_50_binCount,0.815912167,0.791214139,0.840021586
log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis_50_binCount,0.98004816,0.976756774,0.983097451
log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis_50_binCount,0.958009981,0.95126076,0.964306842
log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis_50_binCount,0.808636622,0.783216548,0.833508419
log-sigma-3-0-mm-3D_gldm_LowGrayLevelEmphasis_50_binCount,0.807883885,0.782390175,0.832833707
log-sigma-3-0-mm-3D_gldm_SmallDependenceEmphasis_50_binCount,0.953294623,0.945829595,0.960269787
log-sigma-3-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis_50_binCount,0.920783898,0.908612046,0.932275435
log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis_50_binCount,0.880490137,0.863031318,0.897186037
log-sigma-3-0-mm-3D_ngtdm_Busyness_50_binCount,0.982678544,0.979812297,0.985331741
log-sigma-3-0-mm-3D_ngtdm_Coarseness_50_binCount,0.956439287,0.949450692,0.962962742
log-sigma-3-0-mm-3D_ngtdm_Complexity_50_binCount,0.905433987,0.891177273,0.918959831
log-sigma-3-0-mm-3D_ngtdm_Contrast_50_binCount,0.900096841,0.885135701,0.914315147
log-sigma-3-0-mm-3D_ngtdm_Strength_50_binCount,0.929976722,0.919095515,0.940219711
log-sigma-6-0-mm-3D_glcm_Autocorrelation_50_binCount,0.920764357,0.908589795,0.932258524
log-sigma-6-0-mm-3D_glcm_JointAverage_50_binCount,0.912042454,0.898672582,0.924700248
log-sigma-6-0-mm-3D_glcm_ClusterProminence_50_binCount,0.824210867,0.800359345,0.847432527
log-sigma-6-0-mm-3D_glcm_ClusterShade_50_binCount,0.903492378,0.888978181,0.917271024
log-sigma-6-0-mm-3D_glcm_ClusterTendency_50_binCount,0.858931888,0.838889079,0.878230894
log-sigma-6-0-mm-3D_glcm_Contrast_50_binCount,0.933745613,0.923402695,0.943470201
log-sigma-6-0-mm-3D_glcm_Correlation_50_binCount,0.908285728,0.894409724,0.921438426
log-sigma-6-0-mm-3D_glcm_DifferenceAverage_50_binCount,0.953021151,0.945514868,0.960035475
log-sigma-6-0-mm-3D_glcm_DifferenceEntropy_50_binCount,0.944653713,0.935898834,0.952856642
log-sigma-6-0-mm-3D_glcm_DifferenceVariance_50_binCount,0.907627778,0.89366367,0.920866763
log-sigma-6-0-mm-3D_glcm_JointEnergy_50_binCount,0.947040381,0.938638942,0.954906167
log-sigma-6-0-mm-3D_glcm_JointEntropy_50_binCount,0.926422703,0.915038775,0.937151068
log-sigma-6-0-mm-3D_glcm_Imc1_50_binCount,0.947864859,0.939586017,0.955613829
log-sigma-6-0-mm-3D_glcm_Imc2_50_binCount,0.876421679,0.858462249,0.893618581
log-sigma-6-0-mm-3D_glcm_Idm_50_binCount,0.959935176,0.953480635,0.965953415
log-sigma-6-0-mm-3D_glcm_Idmn_50_binCount,0.935536351,0.925451063,0.945013303
log-sigma-6-0-mm-3D_glcm_Id_50_binCount,0.96124282,0.954989236,0.967071255
log-sigma-6-0-mm-3D_glcm_Idn_50_binCount,0.95426715,0.946949064,0.961102896
log-sigma-6-0-mm-3D_glcm_InverseVariance_50_binCount,0.924523603,0.912872981,0.935509947
log-sigma-6-0-mm-3D_glcm_MaximumProbability_50_binCount,0.951105336,0.943310835,0.958393436
log-sigma-6-0-mm-3D_glcm_SumSquares_50_binCount,0.862888461,0.843307231,0.881719278
log-sigma-6-0-mm-3D_glcm_SumEntropy_50_binCount,0.904947753,0.890626427,0.918537002
log-sigma-6-0-mm-3D_glrlm_GrayLevelNonUniformity_50_binCount,0.992437321,0.991171634,0.993605289
log-sigma-6-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized_50_binCount,0.889416945,0.873077783,0.904997761
log-sigma-6-0-mm-3D_glrlm_GrayLevelVariance_50_binCount,0.86319167,0.843646047,0.881986431
log-sigma-6-0-mm-3D_glrlm_HighGrayLevelRunEmphasis_50_binCount,0.910672183,0.897117092,0.923510934
log-sigma-6-0-mm-3D_glrlm_LongRunEmphasis_50_binCount,0.96564145,0.960068626,0.970828131
log-sigma-6-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis_50_binCount,0.936952624,0.927071946,0.94623312
log-sigma-6-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis_50_binCount,0.781027526,0.753037035,0.808656046
log-sigma-6-0-mm-3D_glrlm_LowGrayLevelRunEmphasis_50_binCount,0.84994893,0.82887918,0.870294875
log-sigma-6-0-mm-3D_glrlm_RunEntropy_50_binCount,0.935268819,0.925144965,0.944782821
log-sigma-6-0-mm-3D_glrlm_RunLengthNonUniformity_50_binCount,0.977428136,0.973715928,0.980870169
log-sigma-6-0-mm-3D_glrlm_RunLengthNonUniformityNormalized_50_binCount,0.96025512,0.953849687,0.96622696
log-sigma-6-0-mm-3D_glrlm_RunPercentage_50_binCount,0.967522323,0.962242846,0.972433038
log-sigma-6-0-mm-3D_glrlm_RunVariance_50_binCount,0.968839454,0.963766206,0.973556365
log-sigma-6-0-mm-3D_glrlm_ShortRunEmphasis_50_binCount,0.958315149,0.951612544,0.964567909
log-sigma-6-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis_50_binCount,0.905279508,0.891002257,0.918825503
log-sigma-6-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis_50_binCount,0.866881359,0.847771703,0.885235324
log-sigma-6-0-mm-3D_glszm_GrayLevelNonUniformity_50_binCount,0.941426978,0.932197672,0.95008332
log-sigma-6-0-mm-3D_glszm_GrayLevelNonUniformityNormalized_50_binCount,0.728243738,0.696075861,0.760533585
log-sigma-6-0-mm-3D_glszm_GrayLevelVariance_50_binCount,0.791455444,0.764404371,0.818068211
log-sigma-6-0-mm-3D_glszm_HighGrayLevelZoneEmphasis_50_binCount,0.722122703,0.689532145,0.754900634
log-sigma-6-0-mm-3D_glszm_LargeAreaEmphasis_50_binCount,0.952544267,0.944966111,0.959626829
log-sigma-6-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis_50_binCount,0.923190977,0.911354019,0.934357773
log-sigma-6-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis_50_binCount,0.909440907,0.895719979,0.922441829
log-sigma-6-0-mm-3D_glszm_LowGrayLevelZoneEmphasis_50_binCount,0.622305077,0.584587703,0.661464033
log-sigma-6-0-mm-3D_glszm_SizeZoneNonUniformity_50_binCount,0.852296292,0.831492082,0.872370809
log-sigma-6-0-mm-3D_glszm_SizeZoneNonUniformityNormalized_50_binCount,0.745836496,0.714954513,0.776662476
log-sigma-6-0-mm-3D_glszm_SmallAreaEmphasis_50_binCount,0.743492352,0.712432923,0.774518597
log-sigma-6-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis_50_binCount,0.644044586,0.607164065,0.682070593
log-sigma-6-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis_50_binCount,0.439638782,0.40077904,0.482401938
log-sigma-6-0-mm-3D_glszm_ZoneEntropy_50_binCount,0.871327962,0.852750284,0.88914574
log-sigma-6-0-mm-3D_glszm_ZonePercentage_50_binCount,0.946819973,0.938385804,0.954716958
log-sigma-6-0-mm-3D_glszm_ZoneVariance_50_binCount,0.953126896,0.945636562,0.96012608
log-sigma-6-0-mm-3D_gldm_DependenceEntropy_50_binCount,0.925079327,0.913506606,0.935990279
log-sigma-6-0-mm-3D_gldm_DependenceNonUniformity_50_binCount,0.99055837,0.988981655,0.992014224
log-sigma-6-0-mm-3D_gldm_DependenceNonUniformityNormalized_50_binCount,0.93988056,0.930425275,0.948753222
log-sigma-6-0-mm-3D_gldm_DependenceVariance_50_binCount,0.968695802,0.96360003,0.973433872
log-sigma-6-0-mm-3D_gldm_GrayLevelNonUniformity_50_binCount,0.990101467,0.988449326,0.991627188
log-sigma-6-0-mm-3D_gldm_GrayLevelVariance_50_binCount,0.87648008,0.858527793,0.893669822
log-sigma-6-0-mm-3D_gldm_HighGrayLevelEmphasis_50_binCount,0.917771572,0.905183665,0.929667319
log-sigma-6-0-mm-3D_gldm_LargeDependenceEmphasis_50_binCount,0.970255544,0.965404759,0.974763583
log-sigma-6-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis_50_binCount,0.941948685,0.932795818,0.950531904
log-sigma-6-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis_50_binCount,0.746664359,0.715845494,0.777419231
log-sigma-6-0-mm-3D_gldm_LowGrayLevelEmphasis_50_binCount,0.843355818,0.821550852,0.864455967
log-sigma-6-0-mm-3D_gldm_SmallDependenceEmphasis_50_binCount,0.948181697,0.939950037,0.955885727
log-sigma-6-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis_50_binCount,0.916788873,0.90406597,0.928815958
log-sigma-6-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis_50_binCount,0.892124673,0.876130913,0.907362971
log-sigma-6-0-mm-3D_ngtdm_Busyness_50_binCount,0.976279614,0.972383764,0.979893246
log-sigma-6-0-mm-3D_ngtdm_Coarseness_50_binCount,0.968340007,0.96318848,0.97313046
log-sigma-6-0-mm-3D_ngtdm_Complexity_50_binCount,0.913733565,0.900593242,0.926167336
log-sigma-6-0-mm-3D_ngtdm_Contrast_50_binCount,0.906526645,0.892415445,0.919909775
log-sigma-6-0-mm-3D_ngtdm_Strength_50_binCount,0.950645423,0.942781938,0.957999102
wavelet-LLH_glcm_Autocorrelation_50_binCount,0.642640806,0.605701601,0.680744345
wavelet-LLH_glcm_JointAverage_50_binCount,0.655554113,0.619179053,0.692921788
wavelet-LLH_glcm_ClusterProminence_50_binCount,0.761684021,0.732051184,0.791114295
wavelet-LLH_glcm_ClusterShade_50_binCount,0.8015119,0.775402872,0.827115794
wavelet-LLH_glcm_ClusterTendency_50_binCount,0.827377816,0.803855795,0.850255599
wavelet-LLH_glcm_Contrast_50_binCount,0.856607201,0.836295834,0.876179279
wavelet-LLH_glcm_Correlation_50_binCount,0.499747472,0.460127386,0.542519594
wavelet-LLH_glcm_DifferenceAverage_50_binCount,0.888877104,0.872469401,0.904525969
wavelet-LLH_glcm_DifferenceEntropy_50_binCount,0.89726243,0.881931469,0.911845353
wavelet-LLH_glcm_DifferenceVariance_50_binCount,0.85646279,0.836134805,0.876051782
wavelet-LLH_glcm_JointEnergy_50_binCount,0.714059714,0.680931751,0.747463757
wavelet-LLH_glcm_JointEntropy_50_binCount,0.860608713,0.840760832,0.879709823
wavelet-LLH_glcm_Imc1_50_binCount,0.837885173,0.815482021,0.859601965
wavelet-LLH_glcm_Imc2_50_binCount,0.834328963,0.811542711,0.856442139
wavelet-LLH_glcm_Idm_50_binCount,0.876194339,0.858207113,0.893419103
wavelet-LLH_glcm_Idmn_50_binCount,0.863170551,0.843622447,0.881967824
wavelet-LLH_glcm_Id_50_binCount,0.868800386,0.849919435,0.886923614
wavelet-LLH_glcm_Idn_50_binCount,0.889985663,0.873718823,0.905494702
wavelet-LLH_glcm_InverseVariance_50_binCount,0.556440317,0.517114045,0.598135165
wavelet-LLH_glcm_MaximumProbability_50_binCount,0.677263625,0.6419606,0.713280241
wavelet-LLH_glcm_SumSquares_50_binCount,0.843103432,0.821270633,0.864232212
wavelet-LLH_glcm_SumEntropy_50_binCount,0.861149865,0.841365109,0.880186944
wavelet-LLH_glrlm_GrayLevelNonUniformity_50_binCount,0.958713682,0.952072009,0.964908813
wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized_50_binCount,0.865914972,0.846690652,0.88438475
wavelet-LLH_glrlm_GrayLevelVariance_50_binCount,0.848048325,0.826765028,0.868612921
wavelet-LLH_glrlm_HighGrayLevelRunEmphasis_50_binCount,0.632860489,0.595530258,0.67148747
wavelet-LLH_glrlm_LongRunEmphasis_50_binCount,0.667422631,0.631614366,0.704069322
wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis_50_binCount,0.606879375,0.568660977,0.646753881
wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis_50_binCount,0.540934462,0.501428806,0.583026921
wavelet-LLH_glrlm_LowGrayLevelRunEmphasis_50_binCount,0.482883691,0.443366838,0.525774331
wavelet-LLH_glrlm_RunEntropy_50_binCount,0.658316784,0.622069518,0.695520444
wavelet-LLH_glrlm_RunLengthNonUniformity_50_binCount,0.937123972,0.927268099,0.946380663
wavelet-LLH_glrlm_RunLengthNonUniformityNormalized_50_binCount,0.890349991,0.874129545,0.905813005
wavelet-LLH_glrlm_RunPercentage_50_binCount,0.854957483,0.83445672,0.874722443
wavelet-LLH_glrlm_RunVariance_50_binCount,0.651196241,0.614624693,0.688817925
wavelet-LLH_glrlm_ShortRunEmphasis_50_binCount,0.888798532,0.872380862,0.904457295
wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis_50_binCount,0.672933823,0.637404554,0.70923125
wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis_50_binCount,0.497305057,0.457694559,0.540100135
wavelet-LLH_glszm_GrayLevelNonUniformity_50_binCount,0.938276144,0.928587357,0.947372568
wavelet-LLH_glszm_GrayLevelNonUniformityNormalized_50_binCount,0.804637857,0.778828901,0.829922312
wavelet-LLH_glszm_GrayLevelVariance_50_binCount,0.771253405,0.74241682,0.799805769
wavelet-LLH_glszm_HighGrayLevelZoneEmphasis_50_binCount,0.554951676,0.515604919,0.596688031
wavelet-LLH_glszm_LargeAreaEmphasis_50_binCount,0.899361227,0.884303823,0.913674371
wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis_50_binCount,0.878746297,0.861072163,0.895657492
wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis_50_binCount,0.655623907,0.619252044,0.692987467
wavelet-LLH_glszm_LowGrayLevelZoneEmphasis_50_binCount,0.501159533,0.461534735,0.543917492
wavelet-LLH_glszm_SizeZoneNonUniformity_50_binCount,0.864251334,0.844830412,0.882919882
wavelet-LLH_glszm_SizeZoneNonUniformityNormalized_50_binCount,0.74921073,0.718587477,0.779745637
wavelet-LLH_glszm_SmallAreaEmphasis_50_binCount,0.700105286,0.666099076,0.73454754
wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis_50_binCount,0.562486217,0.523250289,0.60400524
wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis_50_binCount,0.538456592,0.498929221,0.580605452
wavelet-LLH_glszm_ZoneEntropy_50_binCount,0.666448836,0.630592318,0.703156287
wavelet-LLH_glszm_ZonePercentage_50_binCount,0.897035907,0.881675518,0.911647876
wavelet-LLH_glszm_ZoneVariance_50_binCount,0.899399607,0.884347221,0.913707807
wavelet-LLH_gldm_DependenceEntropy_50_binCount,0.742211946,0.711056388,0.773346904
wavelet-LLH_gldm_DependenceNonUniformity_50_binCount,0.81723536,0.792670665,0.841204526
wavelet-LLH_gldm_DependenceNonUniformityNormalized_50_binCount,0.536792554,0.497251672,0.578978182
wavelet-LLH_gldm_DependenceVariance_50_binCount,0.622042449,0.584315902,0.661214204
wavelet-LLH_gldm_GrayLevelNonUniformity_50_binCount,0.960634833,0.954287733,0.966551573
wavelet-LLH_gldm_GrayLevelVariance_50_binCount,0.852247132,0.831437341,0.87232735
wavelet-LLH_gldm_HighGrayLevelEmphasis_50_binCount,0.642974056,0.606048725,0.681059244
wavelet-LLH_gldm_LargeDependenceEmphasis_50_binCount,0.804841513,0.779052226,0.83010506
wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis_50_binCount,0.687130349,0.652366148,0.722486032
wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis_50_binCount,0.584630333,0.545823699,0.625406461
wavelet-LLH_gldm_LowGrayLevelEmphasis_50_binCount,0.493759026,0.454165686,0.536583946
wavelet-LLH_gldm_SmallDependenceEmphasis_50_binCount,0.897380116,0.882064452,0.911947944
wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis_50_binCount,0.836615798,0.81407538,0.858474482
wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis_50_binCount,0.771916655,0.743136433,0.800407196
wavelet-LLH_ngtdm_Busyness_50_binCount,0.915108347,0.902155418,0.927359434
wavelet-LLH_ngtdm_Coarseness_50_binCount,0.94310858,0.934126029,0.951528971
wavelet-LLH_ngtdm_Complexity_50_binCount,0.798909141,0.77255289,0.824776899
wavelet-LLH_ngtdm_Contrast_50_binCount,0.820810512,0.796609179,0.844398265
wavelet-LLH_ngtdm_Strength_50_binCount,0.904040323,0.889598648,0.917747728
wavelet-LHL_glcm_Autocorrelation_50_binCount,0.472148592,0.4327424,0.515065773
wavelet-LHL_glcm_JointAverage_50_binCount,0.480912223,0.441413079,0.523810598
wavelet-LHL_glcm_ClusterProminence_50_binCount,0.735176539,0.703502785,0.76690031
wavelet-LHL_glcm_ClusterShade_50_binCount,0.775566904,0.747099619,0.803714934
wavelet-LHL_glcm_ClusterTendency_50_binCount,0.84774898,0.826432168,0.868347922
wavelet-LHL_glcm_Contrast_50_binCount,0.858853597,0.838801711,0.878161823
wavelet-LHL_glcm_Correlation_50_binCount,0.781375209,0.753415427,0.808970362
wavelet-LHL_glcm_DifferenceAverage_50_binCount,0.874487563,0.856292266,0.891921052
wavelet-LHL_glcm_DifferenceEntropy_50_binCount,0.86898232,0.85012312,0.88708362
wavelet-LHL_glcm_DifferenceVariance_50_binCount,0.849087685,0.827921006,0.869532834
wavelet-LHL_glcm_JointEnergy_50_binCount,0.696554197,0.662334935,0.731251431
wavelet-LHL_glcm_JointEntropy_50_binCount,0.865803409,0.846565873,0.88428654
wavelet-LHL_glcm_Imc1_50_binCount,0.741440805,0.710227623,0.772641006
wavelet-LHL_glcm_Imc2_50_binCount,0.855816901,0.83541468,0.875481473
wavelet-LHL_glcm_Idm_50_binCount,0.832075182,0.80904848,0.854437746
wavelet-LHL_glcm_Idmn_50_binCount,0.862675371,0.843069137,0.881531514
wavelet-LHL_glcm_Id_50_binCount,0.826165993,0.802517467,0.849175691
wavelet-LHL_glcm_Idn_50_binCount,0.873569425,0.855262638,0.891114865
wavelet-LHL_glcm_InverseVariance_50_binCount,0.545281156,0.505818212,0.587269917
wavelet-LHL_glcm_MaximumProbability_50_binCount,0.671580767,0.635982071,0.70796479
wavelet-LHL_glcm_SumSquares_50_binCount,0.854117976,0.833521211,0.873980801
wavelet-LHL_glcm_SumEntropy_50_binCount,0.87761422,0.859800902,0.894664738
wavelet-LHL_glrlm_GrayLevelNonUniformity_50_binCount,0.960088237,0.953657184,0.966084282
